Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Maruti,2018.0,15732.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,655000.0
Honda,2012.0,40000.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,325000.0
Hyundai,2013.0,21000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,420000.0
Maruti,2015.0,36600.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,515000.0
Maruti,2012.0,140000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,350000.0
Maruti,2013.0,58343.0,Petrol,Manual,First,21.79,998.0,67.05,5.0,225000.0
Hyundai,2009.0,90000.0,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,210000.0
Hyundai,2012.0,27500.0,Petrol,Manual,First,18.5,1197.0,82.9,5.0,380000.0
Maruti,2006.0,120000.0,Petrol,Manual,Third,19.7,796.0,46.3,5.0,110000.0
Mahindra,2012.0,25000.0,Diesel,Manual,First,21.03,1461.0,65.0,5.0,350000.0
Ford,2012.0,120000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,175000.0
Maruti,2012.0,108000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,415000.0
Mahindra,2013.0,70000.0,Diesel,Manual,Third,15.1,2179.0,140.0,7.0,550000.0
BMW,2016.0,12000.0,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,2900000.0
Hyundai,2014.0,125000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,600000.0
Maruti,2006.0,40000.0,Petrol,Manual,Third,16.1,796.0,37.0,4.0,50000.0
Hyundai,2011.0,157000.0,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,360000.0
Mahindra,2009.0,120000.0,Diesel,Manual,First,13.6,2523.0,63.0,7.0,290000.0
Mahindra,2016.0,40000.0,Diesel,Manual,Second,16.0,1997.0,140.0,7.0,890000.0
Maruti,2017.0,15000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,282000.0
Tata,2011.0,70000.0,Diesel,Manual,Second,23.57,1396.0,70.0,5.0,200000.0
Fiat,2010.0,178000.0,Diesel,Manual,Second,20.4,1248.0,91.7,5.0,190000.0
Maruti,2018.0,12000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,459999.0
Hyundai,2011.0,70000.0,Diesel,Manual,Third,16.2,1493.0,110.0,5.0,400000.0
Ford,2018.0,15000.0,Petrol,Manual,First,20.4,1194.0,94.93,5.0,620000.0
Skoda,2007.0,100000.0,Diesel,Manual,Second,16.6,1896.0,122.4,5.0,250000.0
Ford,2012.0,64000.0,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,300000.0
Chevrolet,2010.0,120000.0,Petrol,Manual,First,18.0,995.0,62.0,5.0,75000.0
Maruti,2018.0,50000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,760000.0
Toyota,2010.0,60000.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,300000.0
Maruti,2007.0,73257.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,45000.0
Tata,2017.0,26766.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,919999.0
Maruti,2008.0,80000.0,LPG,Manual,Second,17.3,1061.0,57.5,5.0,148000.0
Maruti,2018.0,52200.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,690000.0
Mahindra,2019.0,12584.0,Diesel,Manual,First,16.55,2498.0,105.0,6.0,975000.0
Honda,2015.0,45000.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,450000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Tata,2009.0,80000.0,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,95000.0
Hyundai,2017.0,56290.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,450000.0
Toyota,2011.0,168000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,550000.0
Jeep,2018.0,80000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1675000.0
Ford,2019.0,6000.0,Petrol,Manual,First,19.0,1194.0,94.68,5.0,700000.0
Datsun,2019.0,10000.0,Petrol,Manual,First,22.5,999.0,67.0,5.0,390000.0
Maruti,2007.0,53512.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,120000.0
Hyundai,2017.0,39000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,750000.0
Mahindra,2015.0,120000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,500000.0
Renault,2017.0,16500.0,Petrol,Manual,Second,23.01,999.0,67.0,5.0,325000.0
Ford,2016.0,60000.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,350000.0
Volkswagen,2010.0,80000.0,Petrol,Manual,Second,14.0,1595.0,102.0,5.0,225000.0
Maruti,2018.0,25000.0,Petrol,Manual,First,21.21,1197.0,81.8,5.0,600000.0
Maruti,2010.0,70000.0,LPG,Manual,Second,26.2,998.0,58.2,5.0,150000.0
Maruti,2017.0,10000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,430000.0
Tata,2017.0,70000.0,Petrol,Manual,Third,23.9,624.0,37.48,4.0,66000.0
Maruti,2018.0,28000.0,Petrol,Manual,First,16.1,1197.0,85.0,5.0,490000.0
Maruti,2015.0,22500.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,400000.0
Tata,2016.0,50000.0,Diesel,Manual,First,23.0,1248.0,88.7,5.0,325000.0
Volvo,2019.0,20000.0,Diesel,Automatic,First,18.0,1969.0,190.0,5.0,3800000.0
Renault,2018.0,20000.0,Petrol,Manual,First,23.01,999.0,67.0,5.0,320000.0
Mahindra,2013.0,177000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,600000.0
Nissan,2012.0,110000.0,Diesel,Manual,Third,21.64,1461.0,84.8,5.0,220000.0
Toyota,2009.0,242000.0,Diesel,Manual,Fourth,12.8,2494.0,102.0,7.0,650000.0
Maruti,2009.0,120000.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,155000.0
Maruti,2017.0,26634.0,Petrol,Automatic,First,21.21,1197.0,81.8,5.0,600000.0
Tata,2019.0,20000.0,Petrol,Manual,First,20.3,1199.0,83.81,5.0,650000.0
Ford,2016.0,80000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,377000.0
Tata,2012.0,35000.0,Diesel,Manual,Second,23.03,1396.0,69.0,5.0,246000.0
Maruti,2018.0,69779.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,600000.0
Honda,2015.0,120000.0,Diesel,Manual,First,24.2,1498.0,98.6,7.0,670000.0
Hyundai,2017.0,35000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,450000.0
Tata,2013.0,90000.0,Diesel,Manual,First,25.0,1396.0,69.0,5.0,300000.0
Maruti,2019.0,15000.0,Petrol,Manual,First,23.95,998.0,67.1,5.0,366000.0
Maruti,2016.0,100000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,730000.0
Hyundai,2015.0,120000.0,Diesel,Manual,First,22.7,1582.0,126.2,5.0,869999.0
Chevrolet,2015.0,50000.0,Petrol,Manual,First,18.6,1199.0,76.8,5.0,200000.0
Mercedes,2014.0,33000.0,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,3250000.0
Honda,2019.0,1303.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,690000.0
Hyundai,2013.0,80000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,200000.0
Chevrolet,2007.0,60000.0,Petrol,Manual,Third,14.7,1150.0,76.0,5.0,100000.0
Hyundai,2018.0,50000.0,Diesel,Manual,Second,21.19,1396.0,88.73,5.0,720000.0
Maruti,2018.0,50000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1000000.0
Maruti,2010.0,64000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,215000.0
Honda,2005.0,120000.0,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,100000.0
Maruti,2018.0,70000.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,1000000.0
Honda,2016.0,30000.0,Diesel,Manual,Second,27.3,1498.0,98.6,5.0,650000.0
Tata,2018.0,30000.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,749000.0
Honda,2015.0,28161.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,600000.0
Maruti,2013.0,90000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,335000.0
Maruti,2016.0,55000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,550000.0
Jaguar,2017.0,45000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,3200000.0
Chevrolet,2011.0,70000.0,Petrol,Manual,First,18.0,995.0,62.0,5.0,165000.0
Maruti,2013.0,100000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,550000.0
Maruti,2013.0,80000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,480000.0
Hyundai,2017.0,50000.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,600000.0
Maruti,2015.0,60000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,490000.0
Mahindra,2018.0,40000.0,Diesel,Manual,First,16.0,2179.0,138.0,7.0,1350000.0
Maruti,2010.0,110000.0,Diesel,Manual,Third,21.1,1248.0,73.9,5.0,220000.0
Mahindra,2013.0,120000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,800000.0
Mahindra,2017.0,60000.0,Diesel,Manual,First,16.5,1493.0,70.0,7.0,690000.0
Tata,2007.0,120000.0,Diesel,Manual,Third,14.6,2956.0,63.0,10.0,100000.0
Mahindra,2017.0,35000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,800000.0
Toyota,2006.0,250000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1050000.0
Maruti,2018.0,69779.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,600000.0
Tata,2010.0,250000.0,Diesel,Manual,First,13.93,2179.0,138.0,7.0,295000.0
Nissan,2015.0,61000.0,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,499000.0
Hyundai,2015.0,40000.0,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,910000.0
Maruti,2012.0,60000.0,Petrol,Manual,Third,18.9,998.0,67.1,5.0,220000.0
Hyundai,2013.0,80000.0,Diesel,Manual,First,25.0,1493.0,113.42,5.0,550000.0
Maruti,2017.0,100000.0,Diesel,Manual,Second,24.52,1248.0,88.5,7.0,800000.0
Toyota,2010.0,216000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,550000.0
Maruti,2012.0,70000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,135000.0
Maruti,2013.0,40000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,350000.0
Maruti,2006.0,80000.0,Petrol,Manual,Third,18.9,998.0,67.1,5.0,130000.0
Tata,2016.0,20000.0,Diesel,Manual,First,19.09,1405.0,69.01,5.0,440000.0
Tata,2015.0,60000.0,Petrol,Manual,First,23.9,624.0,37.48,4.0,80000.0
Maruti,2017.0,60000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,750000.0
Maruti,2017.0,45000.0,Petrol,Manual,First,23.95,998.0,67.1,5.0,340000.0
Maruti,1997.0,120000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,40000.0
Maruti,2016.0,8588.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,550000.0
Maruti,2018.0,25000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,750000.0
Maruti,2006.0,150000.0,Petrol,Manual,Fourth,18.9,998.0,67.1,5.0,80000.0
Honda,2006.0,120000.0,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,150000.0
Hyundai,2018.0,65000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,600000.0
BMW,2011.0,84925.0,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1500000.0
Maruti,2020.0,6000.0,Petrol,Manual,First,23.95,998.0,67.05,5.0,390000.0
Maruti,2019.0,20000.0,Diesel,Manual,First,28.4,1248.0,74.02,5.0,900000.0
Hyundai,2019.0,20000.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,750000.0
Tata,2015.0,15000.0,Petrol,Manual,First,25.4,624.0,37.5,4.0,110000.0
Fiat,2011.0,200000.0,Diesel,Manual,First,20.5,1248.0,91.7,5.0,280000.0
Skoda,2016.0,11000.0,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,645000.0
Maruti,2019.0,120000.0,CNG,Manual,Second,21.94,1196.0,61.7,5.0,362000.0
Maruti,2013.0,25000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,215000.0
Maruti,2017.0,90000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,585000.0
Ford,2015.0,80000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,615000.0
Hyundai,2018.0,32000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,580000.0
Maruti,2019.0,20000.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,700000.0
Toyota,2008.0,260000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,700000.0
Hyundai,2020.0,20000.0,Diesel,Manual,First,22.1,1396.0,88.7,5.0,1050000.0
Tata,2011.0,110000.0,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,229999.0
Maruti,2007.0,50000.0,Petrol,Manual,Third,19.7,796.0,46.3,5.0,150000.0
Maruti,2013.0,67000.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,420000.0
Hyundai,2015.0,91500.0,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,425000.0
Maruti,2014.0,25000.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,350000.0
Maruti,2015.0,110000.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,600000.0
Renault,2016.0,41000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,250000.0
Volvo,2019.0,20000.0,Diesel,Automatic,First,18.0,1969.0,190.0,5.0,3800000.0
Toyota,2019.0,10000.0,Petrol,Automatic,First,19.56,1197.0,81.8,5.0,800000.0
Maruti,2007.0,60000.0,Petrol,Manual,First,16.6,1197.0,85.0,5.0,250000.0
Toyota,2008.0,154000.0,Diesel,Manual,Third,12.8,2494.0,102.0,8.0,500000.0
Maruti,2010.0,35000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,200000.0
Maruti,2013.0,96000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,370000.0
Chevrolet,2015.0,40000.0,Diesel,Manual,First,25.44,936.0,56.3,5.0,200000.0
Hyundai,2017.0,10000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,300000.0
Hyundai,2017.0,20000.0,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,990000.0
Mahindra,2011.0,120000.0,Diesel,Manual,First,13.0,2489.0,95.0,8.0,250000.0
Mahindra,2017.0,110000.0,Diesel,Manual,First,15.4,2523.0,75.0,7.0,850000.0
Hyundai,2014.0,46000.0,Petrol,Manual,Second,19.1,1197.0,81.86,5.0,450000.0
Maruti,2010.0,91500.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,150000.0
Mahindra,2011.0,120000.0,Diesel,Manual,Second,13.0,2489.0,95.0,8.0,180000.0
Ford,2016.0,50478.0,Petrol,Manual,First,15.85,1499.0,110.4,5.0,670000.0
Ford,2010.0,163000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,325000.0
Hyundai,2017.0,56290.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,450000.0
Maruti,2015.0,80000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,650000.0
Hyundai,2019.0,20000.0,Petrol,Automatic,First,17.4,1197.0,81.86,5.0,695000.0
Tata,2013.0,100000.0,Diesel,Manual,First,19.09,1396.0,69.0,5.0,140000.0
Maruti,2016.0,50000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,482000.0
Mahindra,2012.0,110000.0,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,325000.0
Hyundai,2013.0,120000.0,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,345000.0
Mahindra,2011.0,120000.0,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,400000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Maruti,2000.0,90000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,45957.0
Honda,2013.0,90000.0,Diesel,Manual,Third,25.8,1498.0,98.6,5.0,250000.0
Hyundai,2005.0,86000.0,Petrol,Manual,First,15.3,1341.0,83.0,5.0,65000.0
Maruti,2016.0,46000.0,Diesel,Manual,Second,24.3,1248.0,88.5,5.0,950000.0
Lexus,2019.0,20000.0,Petrol,Automatic,First,22.37,2487.0,214.56,5.0,5150000.0
Hyundai,2017.0,30000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,470000.0
Honda,2015.0,30000.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,610000.0
Maruti,2017.0,24522.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,600000.0
Renault,2017.0,96000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,575000.0
Maruti,2019.0,9900.0,Petrol,Manual,First,11.96,1298.0,80.0,8.0,750000.0
Tata,2007.0,70000.0,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,200000.0
Mahindra,2011.0,50000.0,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,600000.0
Toyota,2016.0,110000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1800000.0
Honda,2007.0,60000.0,Petrol,Manual,Third,17.7,1497.0,78.0,5.0,229999.0
Maruti,2019.0,4875.0,Petrol,Manual,First,21.63,998.0,67.04,5.0,484999.0
Hyundai,2018.0,30000.0,Diesel,Manual,First,21.19,1396.0,88.76,5.0,750000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Maruti,2014.0,25000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,235000.0
Maruti,2005.0,90000.0,Petrol,Manual,Second,17.3,993.0,60.0,5.0,60000.0
Hyundai,2009.0,40000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,340000.0
Hyundai,2019.0,20000.0,Diesel,Manual,First,24.0,1396.0,88.76,5.0,960000.0
Maruti,2001.0,10000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,30000.0
Mahindra,2016.0,91567.0,Diesel,Automatic,Third,16.0,2179.0,140.0,7.0,1300000.0
Jaguar,2017.0,45000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,3200000.0
Hyundai,2018.0,25000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,350000.0
Maruti,2009.0,60000.0,Petrol,Manual,Third,19.7,796.0,46.3,5.0,125000.0
Hyundai,2017.0,30000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,525000.0
Hyundai,2014.0,60000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,250000.0
Hyundai,2018.0,10000.0,Petrol,Manual,First,17.0,1591.0,121.3,5.0,1000000.0
Maruti,2009.0,90000.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,240000.0
Maruti,2014.0,90000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,420000.0
Hyundai,2008.0,50000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,229999.0
Maruti,2011.0,60000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,376000.0
Honda,2015.0,173000.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,635000.0
Hyundai,2016.0,34000.0,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,590000.0
Mahindra,2019.0,10000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1800000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Ford,2016.0,70000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,500000.0
Mahindra,2011.0,57000.0,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,225000.0
Hyundai,2018.0,25000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,380000.0
Mahindra,2014.0,100000.0,Diesel,Manual,First,14.0,2489.0,95.0,8.0,280000.0
Maruti,2016.0,35000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,500000.0
Datsun,2017.0,60000.0,Petrol,Manual,First,20.63,1198.0,67.0,5.0,330000.0
Maruti,2020.0,5000.0,Petrol,Manual,First,21.01,1197.0,81.8,5.0,630000.0
Mahindra,2018.0,20000.0,Diesel,Manual,First,15.96,2523.0,63.0,9.0,530000.0
Maruti,2014.0,100000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,509999.0
Hyundai,2010.0,90000.0,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,170000.0
Tata,2009.0,110000.0,Diesel,Manual,First,11.57,2179.0,138.1,7.0,250000.0
Maruti,2007.0,74800.0,Petrol,Manual,Second,18.2,998.0,67.1,5.0,160000.0
Tata,2010.0,100000.0,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,200000.0
Mahindra,2016.0,60000.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,1100000.0
Mahindra,2016.0,50000.0,Diesel,Manual,First,16.0,1997.0,140.0,7.0,1165000.0
Honda,2011.0,35000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,500000.0
Maruti,2014.0,60000.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,470000.0
Skoda,2013.0,77300.0,Diesel,Manual,First,21.14,1498.0,103.52,5.0,475000.0
Hyundai,2015.0,30000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,495000.0
Toyota,2019.0,43000.0,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,1925000.0
Maruti,2016.0,35000.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,400000.0
Maruti,2015.0,60000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,320000.0
Ford,2017.0,25000.0,Petrol,Manual,First,18.12,1196.0,86.8,5.0,570000.0
Chevrolet,2012.0,74000.0,Diesel,Manual,Fourth,17.3,1998.0,163.7,5.0,550000.0
Hyundai,2014.0,60000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,200000.0
Hyundai,2014.0,30528.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,470000.0
Honda,2015.0,70000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,600000.0
Maruti,2015.0,60000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,400000.0
Renault,2016.0,27500.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,310000.0
Hyundai,2013.0,50000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,195000.0
Maruti,2014.0,90000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,600000.0
Hyundai,2018.0,6000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,700000.0
Mahindra,2014.0,120000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,850000.0
Honda,2016.0,30000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,500000.0
Maruti,2019.0,10000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,579000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Ford,2018.0,30000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,793000.0
Maruti,2017.0,35000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,675000.0
Mahindra,2014.0,165000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,825000.0
Hyundai,2012.0,83000.0,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,475000.0
Hyundai,2012.0,100000.0,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,290000.0
Tata,2011.0,90000.0,Diesel,Manual,First,18.8,1248.0,90.0,5.0,190000.0
Hyundai,2003.0,40000.0,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,80000.0
Hyundai,2013.0,23000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,425000.0
Ford,2015.0,30000.0,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,775000.0
Maruti,2000.0,100000.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,60000.0
Skoda,2012.0,60000.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,500000.0
Tata,2016.0,35000.0,Diesel,Manual,Second,27.28,1047.0,69.0,5.0,400000.0
Maruti,2017.0,44500.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,800000.0
Maruti,2013.0,25000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,215000.0
Maruti,2019.0,5000.0,Petrol,Automatic,First,21.7,998.0,67.0,5.0,475000.0
Ford,2010.0,100000.0,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,225000.0
Maruti,2015.0,16700.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,275000.0
Hyundai,2010.0,120000.0,CNG,Manual,Second,13.2,1495.0,93.7,5.0,160000.0
Honda,2009.0,35000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,350000.0
Tata,2012.0,90000.0,Diesel,Manual,First,23.57,1396.0,70.0,5.0,200000.0
Hyundai,2011.0,157000.0,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,380000.0
Volkswagen,2011.0,69000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,375000.0
Honda,2015.0,50000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,440000.0
Chevrolet,2010.0,90000.0,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,270000.0
Maruti,2010.0,30000.0,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,350000.0
Renault,2013.0,120000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,650000.0
Tata,2018.0,28000.0,Petrol,Manual,First,17.0,1198.0,108.5,5.0,650000.0
Maruti,2018.0,15000.0,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,620000.0
Jeep,2019.0,25000.0,Diesel,Manual,First,16.3,1956.0,170.63,5.0,2150000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Honda,2014.0,48000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,520000.0
Maruti,2012.0,90000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,416000.0
Maruti,2018.0,35000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,750000.0
Maruti,2020.0,5000.0,CNG,Manual,First,21.94,1196.0,61.7,5.0,399000.0
Maruti,2018.0,5000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,459999.0
Maruti,2016.0,70000.0,Petrol,Manual,Second,16.8,796.0,34.2,8.0,190000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018.0,38817.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,740000.0
Maruti,2015.0,70000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,650000.0
Renault,2012.0,67000.0,Diesel,Manual,Second,23.08,1461.0,63.12,5.0,265000.0
Toyota,2014.0,50000.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,425000.0
Mahindra,2012.0,120000.0,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,140000.0
Honda,2011.0,90000.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,375000.0
Hyundai,2017.0,30000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,650000.0
Hyundai,2012.0,44588.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,250000.0
Maruti,2016.0,120000.0,Diesel,Manual,Third,26.59,1248.0,74.0,5.0,425000.0
